delta,theta,alpha,beta,gamma,f1,f2,f3,f4
1.547746071141711e+27,2.092944314826666e+27,2.0951321162910302e+27,9.453273331336712e+27,7.865577175602963e+27,7799245352196.424,278742613168696.88,1.01e+16,-14200000000000.0
775406444380040.0,1048109152815779.6,1047909287854375.4,4714216651661513.0,3898999533053394.5,5386424.424320967,192716656.79923588,7580000000.0,-34600000.0
1.7899905913109054e+26,2.416622752508557e+26,2.4151156869924683e+26,1.0850931217202319e+27,9.050096350172381e+26,2651461824785.0776,94574870086974.52,3470000000000000.0,-404000000.0
1973101680497523.0,2645213171490381.0,2609782691620716.5,1.113225377945498e+16,8848229030585443.0,8581396.469170531,292634042.21019614,12000000000.0,-12300000.0
3843923433087949.0,5319513380812254.0,5326651340898528.0,2.4035707901229444e+16,1.983970989427927e+16,11312287.378390688,431483562.241753,19900000000.0,-72200000.0
9.323901169721747e+16,1.2427430218504931e+17,1.247900152485662e+17,5.676572585504644e+17,4.6999577554411866e+17,51796645.71945203,2123458407.8554885,103000000000.0,-571000000.0
1.6651521680316197e+25,2.243444593219297e+25,2.2450471336310735e+25,1.0121364284668607e+26,8.425186343253401e+25,805352334631.8887,28861293542698.742,1110000000000000.0,-1150000000000.0
2.9052416279566377e+25,3.859574750788284e+25,3.8592476071845646e+25,1.7363147070550767e+26,1.4470322914178482e+26,990052170430.8234,37886792538312.06,1750000000000000.0,-68900000000.0
1.1751573939028808e+16,1.5655381541283654e+16,1.5198399127906766e+16,5.966419476473822e+16,3.819600314733152e+16,21243610.26577751,633643096.1978878,22500000000.0,-11800000.0
1.4290702331618815e+23,1.9068573128212338e+23,1.8845223037936486e+23,8.000649781459966e+23,5.947882555416429e+23,74054609868.7604,2382488759552.318,98700000000000.0,-29300000000.0
1.3522602687262513e+22,1.8308682844151296e+22,1.8290118491650514e+22,8.17965457125236e+22,6.709409924389198e+22,23072875137.76487,811071084383.4315,29300000000000.0,-35700000000.0
4.204650520912305e+16,5.645184620141034e+16,5.6404762241609256e+16,2.527303256149907e+17,2.0913883398555363e+17,38696521.47998639,1417570101.3440738,61200000000.0,-175000000.0
3352172981158278.5,4489574340317244.0,4440914570928107.0,1.907620169429098e+16,1.5073573952687956e+16,11086888.63095349,385886563.15371865,16000000000.0,-7830000.0
1.0388583136865676e+16,1.371452102408412e+16,1.3214105482340412e+16,5.1658132829657256e+16,3.8414611126805576e+16,19559728.316411868,602024866.2998828,22300000000.0,-296000.0
3.5957801499003793e+24,4.867452275577973e+24,4.861286666715339e+24,2.1805168205160228e+25,1.820033680321698e+25,376270043704.16925,13408643299216.49,492000000000000.0,-400000000.0
1.969577042742965e+17,2.501406233074828e+17,2.3057611352750003e+17,6.361657322524507e+17,1.186196447808204e+17,69285194.52147661,2082478166.1963956,85400000000.0,-858000000.0
1.1114302692767543e+27,1.5022244045153522e+27,1.5018572110110124e+27,6.754285679534735e+27,5.630512330008093e+27,6611238967784.614,235866816125758.34,8510000000000000.0,-20400000.0
2.1515906981180522e+26,2.9080831049632235e+26,2.9077065309757996e+26,1.3080651765950264e+27,1.0902284573910684e+27,2908677375718.311,103788737646562.67,3750000000000000.0,-15500000.0
1.51546524274762e+24,2.0544923754455192e+24,2.0541785324939646e+24,9.240493195972489e+24,7.701184077083806e+24,244172448957.10693,8720276854895.597,325000000000000.0,-7460000000.0
1.2119778063213809e+27,1.6396371921719015e+27,1.640912155336621e+27,7.398825066188091e+27,6.158577518182424e+27,6904187222331.276,246639932478214.44,8840000000000000.0,-9980000000000.0
6175041626128294.0,8255835456605601.0,8259271592533732.0,3.722433376086378e+16,3.091666817017676e+16,14316219.903161814,544111643.4089648,24900000000.0,-96200000.0
4.159810259553581e+26,5.591795099113996e+26,5.597439691880021e+26,2.525356293697165e+27,2.1013170924201835e+27,4001807039488.191,144170032690945.12,5760000000000000.0,-8310000000000.0
1897014062787831.0,2522932454489870.0,2412812849440063.0,8984721024546602.0,6662562778403755.0,8532547.712231982,273676894.86016667,10000000000.0,-15900000.0
3490994495056702.0,4664493751498986.0,4672646081416754.0,2.111825585961842e+16,1.7451043892203354e+16,10616308.505261045,409127419.27380514,19100000000.0,-76200000.0
3707273666746895.5,4847655616426448.0,4529228380993877.0,1.5153310950773174e+16,1.0441427669828712e+16,11904569.942372402,362474330.3493787,13300000000.0,-34100000.0
8.893900475080282e+24,1.2038168213128853e+25,1.204154139815352e+25,5.422723047310451e+25,4.516774854682837e+25,591626938586.1454,21121559348433.62,762000000000000.0,-362000000000.0
3.98995871841758e+24,5.426470727538781e+24,5.431187289156426e+24,2.4495045929836875e+25,2.038471720618236e+25,395169197491.69366,14181543432372.975,552000000000000.0,-824000000000.0
1.2335145277671952e+25,1.6724265405952922e+25,1.6705910676492004e+25,7.496925576201589e+25,6.257204892380036e+25,696469501700.2072,24857341822312.062,936000000000000.0,-80700000.0
4099158315207221.0,5613046134080026.0,5586989521335488.0,2.485636014714287e+16,2.0791048928384744e+16,12255353.612704907,442780902.9840063,18600000000.0,-170000.0
3.310902500102957e+24,4.4568190041260373e+24,4.450952192135715e+24,1.996250612470809e+25,1.6665029434760992e+25,359369071821.2666,12838585509099.459,492000000000000.0,-19400.0
1.800451937744154e+25,2.417296476637074e+25,2.4154286550651e+25,1.0848176434632002e+26,9.049219263724885e+25,832162297563.1897,29925716136515.836,1200000000000000.0,-418000000.0
1.153635137509413e+26,1.5595016476569715e+26,1.5609836483758525e+26,7.041229724816831e+26,5.85812646804203e+26,2128901820038.6304,76065853282017.28,2770000000000000.0,-3790000000000.0
3509002688519450.0,4746450340210873.0,4737995721289789.0,2.124034899819369e+16,1.7701440613462582e+16,11494728.04205659,410121787.7870512,15700000000.0,-361000.0
859093237417138.9,1172876710879989.0,1169845540609787.0,5221839267655942.0,4308436460599882.0,5678570.4897852,202064194.00412825,8000000000.0,-1410000.0
3262275905227998.5,4389660507862838.0,4318278945475586.0,1.812668374992084e+16,1.4394208416010016e+16,11134602.4393829,381513917.4577063,14100000000.0,-80000000.0
1682147090597590.0,2270034230199465.0,2264982280730232.5,1.0128168457779468e+16,8391780748287933.0,7924408.499819925,282860001.90581447,11200000000.0,-5730000.0
1.2593565868914989e+17,1.682348282655641e+17,1.687420715417752e+17,7.647918424496449e+17,6.327641854850253e+17,63021175.94640693,2464621326.790693,116000000000.0,-608000000.0
4135769624721881.5,5748839795359352.0,5759215580886986.0,2.604427786837029e+16,2.157564563285585e+16,11095492.582770526,449118800.0579762,21700000000.0,-82400000.0
5.35768998058328e+25,7.199381452217843e+25,7.207342287993923e+25,3.252480167732697e+26,2.7059072416206528e+26,1434366469202.248,51736900711176.445,2080000000000000.0,-3200000000000.0
1.3752854134990287e+18,1.8148381649333038e+18,1.713600966581145e+18,5.806056382603315e+18,2.8926804677576986e+18,232558495.49185526,6654559180.466847,238000000000.0,-65800000.0
1.3437279784864348e+19,1.7602139141675098e+19,1.7335767448549947e+19,7.273883481158487e+19,5.3015455101142335e+19,592265960.8488219,21036048228.43054,1030000000000.0,-42000.0
1481337387961018.8,2021416269499245.8,2014776909373595.8,8940966003537088.0,7319642596859118.0,7460346.116429462,264067257.28788182,10400000000.0,-48300000.0
2081688175190084.8,2862270175399846.0,2860134310401926.5,1.2853460626423936e+16,1.0682568411626518e+16,8649128.655981973,317070204.41019124,13700000000.0,-9090000.0
1371048831913598.0,1818473862500092.5,1798247251336961.5,7809164156953464.0,6419106476443695.0,6636602.522471667,249929187.75805044,11700000000.0,-258000.0
1.747595690021478e+24,2.394324297064156e+24,2.3976778552426898e+24,1.082781195717447e+25,9.002479099734101e+24,256230469155.6563,9416830420667.04,405000000000000.0,-788000000000.0
5.00973842802994e+18,6.739998303767665e+18,6.29550790748666e+18,1.8942959086732063e+19,3.9316527806121825e+18,325468532.5494555,9391576735.933641,322000000000.0,-1540000000.0
4.0097679115302376e+16,5.518736046206258e+16,5.508811056859441e+16,2.4626176754930528e+17,2.0427671408244938e+17,37656146.28809871,1389629542.556365,61200000000.0,-100000000.0
1.1267614185853228e+16,1.510038399249855e+16,1.515169519652746e+16,6.8761828547804216e+16,5.67703006157321e+16,19458194.024706118,737085008.9714563,33500000000.0,-175000000.0
1.1991161137886343e+25,1.6173756969962822e+25,1.615749365030546e+25,7.252518559334954e+25,6.052380718467455e+25,685774815701.8169,24461064586050.082,909000000000000.0,-84900000.0
1.1444765831935262e+22,1.4999493254154346e+22,1.484939706281343e+22,6.369039055987035e+22,4.859343791669562e+22,15399137503.450575,685202345687.8724,34500000000000.0,-10000000000.0
2.5480566863064586e+18,3.3641467689987313e+18,3.362548846201017e+18,1.4916713880335974e+19,1.170061493737052e+19,260625919.56869718,10875038658.535416,543000000000.0,-3280000000.0
3.3905443280424415e+19,4.456198033275024e+19,4.4336935583411724e+19,1.966374714071151e+20,1.6375205425191653e+20,888302701.3920352,40412171593.633934,2030000000000.0,-66500000.0
4.961114128877551e+19,6.629483402653989e+19,6.0982347687938064e+19,1.6548434560316287e+20,1.83118818574236e+19,1040424102.6022832,34936121620.388824,1280000000000.0,-6370000000.0
5748987876405588.0,7848348371046748.0,7785564984443375.0,3.4155123610583956e+16,2.8169345669465724e+16,14587619.50527127,520428850.67280966,21500000000.0,-6480000.0
3871930481787408.0,5272660639921198.0,5243283252593842.0,2.309740700086505e+16,1.8979149065099916e+16,12084071.048397157,427606248.6865642,16600000000.0,-40100000.0
2949748707578512.5,4004703719688281.5,4003070720041124.0,1.8008903739117754e+16,1.4972593804937756e+16,10571285.958588662,376814200.7492207,13700000000.0,-9090000.0
9072393412771966.0,1.2369273212240386e+16,1.223551552542528e+16,5.275389782840165e+16,4.288829852025366e+16,18336609.85562665,647997075.8027256,26900000000.0,-160000000.0
1.8933845875517972e+27,2.5587285245123044e+27,2.56151625306037e+27,1.155888387196889e+28,9.616913384578375e+27,8621783305244.082,308237322999468.6,1.13e+16,-16200000000000.0
2.7410740634692854e+25,3.718582885104326e+25,3.71422501178016e+25,1.666464749870113e+26,1.3910590417988642e+26,1037725395830.2186,37060549111454.04,1410000000000000.0,-52700000.0
1.7721058417741062e+26,2.3944629106628236e+26,2.3973193846316093e+26,1.0820819478615151e+27,9.001392445727641e+26,2637125298305.8633,94303466086689.02,3470000000000000.0,-5390000000000.0
1126419424973533.0,1536851649830729.5,1535294759505616.5,6888823483378112.0,5695544284496369.0,6517629.403068484,232251721.7034953,8980000000.0,-25700000.0
6.099300538845126e+22,8.104549094792832e+22,8.083779055079911e+22,3.61240654554438e+23,3.0143974895845993e+23,46049670933.3013,1727455818435.1516,78400000000000.0,-40800000.0
4707069304727282.0,6429997225839112.0,6451043983462125.0,2.928503143104042e+16,2.423192340456511e+16,13334581.421863174,478502009.71718675,18100000000.0,-85900000.0
4.510735679999021e+28,5.977001206953156e+28,5.981201200678641e+28,2.696358022034286e+29,2.2446412113879358e+29,29118543233116.54,1469956700812569.8,7.42e+16,-68200000000000.0
8.52470125121066e+23,1.1581982400647559e+24,1.1584625408195775e+24,5.216268850517598e+24,4.3448084427752266e+24,182834229141.02917,6548267219801.029,252000000000000.0,-186000000000.0
1.7954459320300324e+25,2.408551205023619e+25,2.406171207165846e+25,1.0800865007365554e+26,9.013418321136088e+25,829149823792.315,29869183688425.56,1210000000000000.0,-61000000.0
6.094374035016181e+24,8.129584217199935e+24,8.119948163704665e+24,3.6430169813671418e+25,3.0407982649887926e+25,470939073550.11786,17360139552283.182,758000000000000.0,-74000000.0
1412022781310039.2,1923297846770588.5,1907595605463251.2,8285360619730941.0,6705482435589768.0,7279509.600799105,256097842.17343068,10200000000.0,-74000000.0
4.695709750168727e+17,6.225027217170189e+17,5.643473950842175e+17,1.4577517108884813e+18,1.5395521503523846e+17,103038648.04604116,3443421201.1514993,138000000000.0,-2600000.0
7621674064572128.0,1.0324872724904376e+16,1.0370657824566548e+16,4.723056026754162e+16,3.906649251966744e+16,16860174.995680306,609097186.2216948,24100000000.0,-184000000.0
5.443627122434605e+22,7.283497703604896e+22,7.280241276001319e+22,3.2724262199989294e+23,2.7278282555874637e+23,45134415037.14729,1643708257897.1787,69400000000000.0,-19100000.0
2656641892220049.5,3642530282370385.0,3634947289358688.5,1.6266544175155622e+16,1.3531398489766832e+16,9866979.217965925,357078298.5201274,15000000000.0,-733000.0
5074716967257788.0,6814887293199563.0,6798553962217478.0,3.0416571223625496e+16,2.532084727868646e+16,13528699.337463893,491749225.39201623,20900000000.0,-1470.0
5.592084272732321e+24,7.540658445089266e+24,7.544263308827861e+24,3.3991248964955814e+25,2.8303428454009577e+25,467531786042.53986,16726786194358.574,633000000000000.0,-411000000000.0
2.4298842865409582e+23,3.308056207374056e+23,3.308810459980915e+23,1.4898678785302624e+24,1.2408492036477438e+24,97306821110.49228,3498717046713.0137,139000000000000.0,-75000000000.0
1.2797083362392048e+19,1.6488441648023777e+19,1.5203487990116565e+19,4.259596052886083e+19,8.812201264145942e+18,706331268.4948596,18736832107.87079,678000000000.0,-3410000000.0
4.498881632991154e+27,6.248290384393305e+27,6.243180003318016e+27,2.803606770520316e+28,2.33913992209235e+28,9568545811448.531,479428045636681.0,2.42e+16,-31800000000.0
1.516620806305805e+25,2.061769192782597e+25,2.0606446133385607e+25,9.260262195278537e+25,7.722481721227535e+25,770195995140.447,27606029288833.676,1080000000000000.0,-89300000.0
1.1861678154981717e+25,1.6119427841786013e+25,1.6104664277995732e+25,7.230457140788583e+25,6.033254094763033e+25,681345578343.9988,24402136851302.414,952000000000000.0,-26800000.0
7.41998914332952e+26,1.0009976429122678e+27,1.000016149248276e+27,4.4889340675845385e+27,3.746126538821184e+27,5395538733172.974,192439427111666.47,7130000000000000.0,-71300000.0
6976605218305415.0,9430870989679432.0,9346970849905676.0,4.0755701387108056e+16,3.3229409949263772e+16,16278932.909146002,570238599.3992349,20700000000.0,-91200000.0
7744278949599292.0,1.0137790228451744e+16,9536621441689710.0,3.2934943510956964e+16,2.3712622763360624e+16,17087021.190029945,530270045.46763194,18700000000.0,-72000000.0
5250728644156997.0,7193591178952438.0,7211505775023575.0,3.2681812258734308e+16,2.7105805997075588e+16,14005805.591944363,505528785.01839036,20200000000.0,-82300000.0
4.700737496935707e+23,6.374405199794462e+23,6.377636805089086e+23,2.87183586796352e+24,2.3839057922238006e+24,135984714309.35204,4849896817781.831,180000000000000.0,-190000000000.0
1.8330775196360508e+25,2.492137886737612e+25,2.490339740496439e+25,1.118636596613904e+26,9.33154646062042e+25,846553324300.3424,30346133096207.625,1190000000000000.0,-3880000.0
1.7260637914623533e+26,2.3317018464939494e+26,2.3294672890645306e+26,1.045725739059738e+27,8.726404549821009e+26,2605378638722.7896,92865306787214.84,3360000000000000.0,-68200000.0
2421180371997657.0,3319329646903691.0,3319207251272712.0,1.4951458897174484e+16,1.243947366236279e+16,9457612.290114144,342387671.23409635,14100000000.0,-29300000.0
1.9178599927389484e+20,2.4656300920790037e+20,2.263270071737273e+20,6.065069737601608e+20,6.365816197975722e+19,2715423761.7737474,70216671324.337,2250000000000.0,-10500000000.0
6.244550618968134e+26,8.469442496658143e+26,8.475620720598211e+26,3.8211722224487046e+27,3.180854438222443e+27,4955987051793.097,177204103337603.44,6600000000000000.0,-7730000000000.0
3.1491605739516346e+25,4.203684374488504e+25,4.202317197046545e+25,1.8895137545640974e+26,1.5752444057600937e+26,1071748750795.4535,39508041904477.22,1720000000000000.0,-508000000000.0
9.35826172180896e+23,1.3013805728891907e+24,1.3033598158346906e+24,5.887827916491423e+24,4.895322215189227e+24,137160372128.03671,6933772118481.264,350000000000000.0,-719000000000.0
8669498922278958.0,1.1295802983154046e+16,9925054944888124.0,2.211341906351246e+16,4488349248193876.0,16352676.210088538,440796103.5306508,18000000000.0,-19600000.0
1.2973234716481616e+22,1.714170466297953e+22,1.709105527821801e+22,7.626470271899979e+22,6.3537368046538915e+22,19872837865.473816,792560642992.2396,38200000000000.0,-23200000.0
9.405073357819004e+25,1.2672296243189951e+26,1.2659137154508865e+26,5.681700411831789e+26,4.7418596290400284e+26,1917890306751.701,68476179771581.14,2590000000000000.0,-78900000.0
9.422702646409676e+24,1.279158397138632e+25,1.2790615667847721e+25,5.754048884034769e+25,4.792278588492109e+25,608298463280.7716,21746320030272.117,828000000000000.0,-36500000000.0
4.495182170121916e+26,5.945570728787604e+26,5.9494841061396294e+26,2.6817862404527975e+27,2.2326315437849946e+27,3630543822041.7104,148892603509285.8,7240000000000000.0,-5730000000000.0
2.020059180230437e+16,2.723524870277096e+16,2.6905661406230332e+16,1.142793293121167e+17,8.656642126535718e+16,27704121.3815633,878731524.5952168,33300000000.0,-77700000.0
